source_url,title,authors,abstract_url,pdf_url,submitted_date
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,CFG-Ctrl: Control-Based Classifier-Free Diffusion Guidance,"Hanyang Wang,Yiyang Liu,Jiawei Chi,Fangfu Liu,Ran Xue,Yueqi Duan",https://arxiv.org/abs/2603.03281,https://arxiv.orghttps://arxiv.org/pdf/2603.03281,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,How to Peel with a Knife: Aligning Fine-Grained Manipulation with Human Preference,"Toru Lin,Shuying Deng,Zhao-Heng Yin,Pieter Abbeel,Jitendra Malik",https://arxiv.org/abs/2603.03280,https://arxiv.orghttps://arxiv.org/pdf/2603.03280,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,LearningDemographic-Conditioned Mobility Trajectories with Aggregate Supervision,"Jessie Z. Li,Zhiqing Hong,Toru Shirakawa,Serina Chang",https://arxiv.org/abs/2603.03275,https://arxiv.orghttps://arxiv.org/pdf/2603.03275,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Gravity Falls: A Comparative Analysis of Domain-Generation Algorithm (DGA) Detection Methods for Mobile Device Spearphishing,"Adam Dorian Wong,John D. Hastings",https://arxiv.org/abs/2603.03270,https://arxiv.orghttps://arxiv.org/pdf/2603.03270,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,LoGeR: Long-Context Geometric Reconstruction with Hybrid Memory,"Junyi Zhang,Charles Herrmann,Junhwa Hur,Chen Sun,Ming-Hsuan Yang,Forrester Cole,Trevor Darrell,Deqing Sun",https://arxiv.org/abs/2603.03269,https://arxiv.orghttps://arxiv.org/pdf/2603.03269,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Physics-informed post-processing of stabilized finite element solutions for transient convection-dominated problems,"Süleyman Cengizci,Ömür Uğur,Srinivasan Natesan",https://arxiv.org/abs/2603.03259,https://arxiv.orghttps://arxiv.org/pdf/2603.03259,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Speculative Speculative Decoding,"Tanishq Kumar,Tri Dao,Avner May",https://arxiv.org/abs/2603.03251,https://arxiv.orghttps://arxiv.org/pdf/2603.03251,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,On Geometry Regularization in Autoencoder Reduced-Order Models with Latent Neural ODE Dynamics,Mikhail Osipov,https://arxiv.org/abs/2603.03238,https://arxiv.orghttps://arxiv.org/pdf/2603.03238,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,The elbow statistic: Multiscale clustering statistical significance,Francisco J. Perez-Reche,https://arxiv.org/abs/2603.03235,https://arxiv.orghttps://arxiv.org/pdf/2603.03235,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Guiding Sparse Neural Networks with Neurobiological Principles to Elicit Biologically Plausible Representations,"Patrick Inoue,Florian Röhrbein,Andreas Knoblauch",https://arxiv.org/abs/2603.03234,https://arxiv.orghttps://arxiv.org/pdf/2603.03234,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,SynthCharge: An Electric Vehicle Routing Instance Generator with Feasibility Screening to EnableLearning-Based Optimization and Benchmarking,"Mertcan Daysalilar,Fuat Uyguroglu,Gabriel Nicolosi,Adam Meyers",https://arxiv.org/abs/2603.03230,https://arxiv.orghttps://arxiv.org/pdf/2603.03230,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Inverse Reconstruction of Shock Time Series from Shock Response Spectrum Curves usingMachineLearning,"Adam Watts,Andrew Jeon,Destry Newton,Ryan Bowering",https://arxiv.org/abs/2603.03229,https://arxiv.orghttps://arxiv.org/pdf/2603.03229,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Coalgebras for categorical deeplearning: Representability and universal approximation,Dragan Mašulović,https://arxiv.org/abs/2603.03227,https://arxiv.orghttps://arxiv.org/pdf/2603.03227,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Adaptive Methods Are Preferable in High Privacy Settings: An SDE Perspective,"Enea Monzio Compagnoni,Alessandro Stanghellini,Rustem Islamov,Aurelien Lucchi,Anastasiia Koloskova",https://arxiv.org/abs/2603.03226,https://arxiv.orghttps://arxiv.org/pdf/2603.03226,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Stabilized Adaptive Loss and Residual-Based Collocation for Physics-Informed Neural Networks,"Divyavardhan Singh,Shubham Kamble,Dimple Sonone,Kishor Upla",https://arxiv.org/abs/2603.03224,https://arxiv.orghttps://arxiv.org/pdf/2603.03224,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Expanding UniversalMachineLearningInteratomic Potentials to 97 Elements Towards Nuclear Applications,"Naoya Kuroda,Kenji Ishihara,Tomoya Shiota,Wataru Mizukami",https://arxiv.org/abs/2603.03223,https://arxiv.orghttps://arxiv.org/pdf/2603.03223,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Shape Derivative-Informed Neural Operators with Application to Risk-Averse Shape Optimization,"Xindi Gong,Dingcheng Luo,Thomas O'Leary-Roseberry,Ruanui Nicholson,Omar Ghattas",https://arxiv.org/abs/2603.03211,https://arxiv.orghttps://arxiv.org/pdf/2603.03211,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,I-CAM-UV: Integrating Causal Graphs over Non-Identical Variable Sets Using Causal Additive Models with Unobserved Variables,"Hirofumi Suzuki,Kentaro Kanamori,Takuya Takagi,Thong Pham,Takashi Nicholas Maeda,Shohei Shimizu",https://arxiv.org/abs/2603.03207,https://arxiv.orghttps://arxiv.org/pdf/2603.03207,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Understanding and Mitigating Dataset Corruption in LLM Steering,"Cullen Anderson,Narmeen Oozeer,Foad Namjoo,Remy Ogasawara,Amirali Abdullah,Jeff M. Phillips",https://arxiv.org/abs/2603.03206,https://arxiv.orghttps://arxiv.org/pdf/2603.03206,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,A Dynamical Theory of Sequential Retrieval in Input-Driven Hopfield Networks,"Simone Betteti,Giacomo Baggio,Sandro Zampieri",https://arxiv.org/abs/2603.03201,https://arxiv.orghttps://arxiv.org/pdf/2603.03201,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Infinite dimensional generative sensing,"Paolo Angella,Vito Paolo Pastore,Matteo Santacesaria",https://arxiv.org/abs/2603.03196,https://arxiv.orghttps://arxiv.org/pdf/2603.03196,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,MoD-DPO: Towards Mitigating Cross-modal Hallucinations in Omni LLMs using Modality Decoupled Preference Optimization,"Ashutosh Chaubey,Jiacheng Pang,Mohammad Soleymani",https://arxiv.org/abs/2603.03192,https://arxiv.orghttps://arxiv.org/pdf/2603.03192,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,A Covering Framework for Offline POMDPsLearningusing Belief Space Metric,"Youheng Zhu,Yiping Lu",https://arxiv.org/abs/2603.03191,https://arxiv.orghttps://arxiv.org/pdf/2603.03191,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Scalable Uncertainty Quantification for Black-Box Density-Based Clustering,"Nicola Bariletto,Stephen G. Walker",https://arxiv.org/abs/2603.03188,https://arxiv.orghttps://arxiv.org/pdf/2603.03188,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,"Less Noise, Same Certificate: Retain Sensitivity for Unlearning","Carolin Heinzler,Kasra Malihi,Amartya Sanyal",https://arxiv.org/abs/2603.03172,https://arxiv.orghttps://arxiv.org/pdf/2603.03172,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Information Routing in Atomistic Foundation Models: How Equivariance Creates Linearly Disentangled Representations,Joshua Steier,https://arxiv.org/abs/2603.03155,https://arxiv.orghttps://arxiv.org/pdf/2603.03155,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Channel-Adaptive Edge AI: Maximizing Inference Throughput by Adapting Computational Complexity to Channel States,"Jierui Zhang,Jianhao Huang,Kaibin Huang",https://arxiv.org/abs/2603.03146,https://arxiv.orghttps://arxiv.org/pdf/2603.03146,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Torus embeddings,Dan Stowell,https://arxiv.org/abs/2603.03135,https://arxiv.orghttps://arxiv.org/pdf/2603.03135,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Joint Training Across Multiple Activation Sparsity Regimes,Haotian Wang,https://arxiv.org/abs/2603.03131,https://arxiv.orghttps://arxiv.org/pdf/2603.03131,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,AWDiff: An a trous wavelet diffusion model for lung ultrasound image synthesis,"Maryam Heidari,Nantheera Anantrasirichai,Steven Walker,Rahul Bhatnagar,Alin Achim",https://arxiv.org/abs/2603.03125,https://arxiv.orghttps://arxiv.org/pdf/2603.03125,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,From Complex Dynamics to DynFormer: Rethinking Transformers for PDEs,"Pengyu Lai,Yixiao Chen,Dewu Yang,Rui Wang,Feng Wang,Hui Xu",https://arxiv.org/abs/2603.03112,https://arxiv.orghttps://arxiv.org/pdf/2603.03112,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Multi-Scale Adaptive Neighborhood Awareness Transformer For Graph Fraud Detection,"Jiaqi Lv,Qingfeng Du,Yu Zhang,Yongqi Han,Sheng Li",https://arxiv.org/abs/2603.03106,https://arxiv.orghttps://arxiv.org/pdf/2603.03106,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,KA band mobile antenna for satellite communication,"Sidra Tul. Muntaha,Ahmad Arfeen,Kashan Raza",https://arxiv.org/abs/2603.03102,https://arxiv.orghttps://arxiv.org/pdf/2603.03102,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Why Adam Can Beat SGD: Second-Moment Normalization Yields Sharper Tails,"Ruinan Jin,Yingbin Liang,Shaofeng Zou",https://arxiv.org/abs/2603.03099,https://arxiv.orghttps://arxiv.org/pdf/2603.03099,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,On the Expressive Power of Transformers for Maxout Networks and Continuous Piecewise Linear Functions,"Linyan Gu,Lihua Yang,Feng Zhou",https://arxiv.org/abs/2603.03084,https://arxiv.orghttps://arxiv.org/pdf/2603.03084,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Safe and Robust Domains of Attraction for Discrete-Time Systems: A Set-Based Characterization and Certifiable Neural Network Estimation,"Mohamed Serry,Maxwell Fitzsimmons,Jun Liu",https://arxiv.org/abs/2603.03082,https://arxiv.orghttps://arxiv.org/pdf/2603.03082,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,From Reachability to Learnability: Geometric Design Principles for Quantum Neural Networks,"Vishal S. Ngairangbam,Michael Spannowsky",https://arxiv.org/abs/2603.03071,https://arxiv.orghttps://arxiv.org/pdf/2603.03071,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,ReinforcementLearningwith Symbolic RewardMachines,"Thomas Krug,Daniel Neider",https://arxiv.org/abs/2603.03068,https://arxiv.orghttps://arxiv.org/pdf/2603.03068,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Incremental Graph Construction Enables Robust Spectral Clustering of Texts,"Marko Pranjić,Boshko Koloski,Nada Lavrač,Senja Pollak,Marko Robnik-Šikonja",https://arxiv.org/abs/2603.03056,https://arxiv.orghttps://arxiv.org/pdf/2603.03056,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,IoUCert: Robustness Verification for Anchor-based Object Detectors,"Benedikt Brückner,Alejandro Mercado,Yanghao Zhang,Panagiotis Kouvaros,Alessio Lomuscio",https://arxiv.org/abs/2603.03043,https://arxiv.orghttps://arxiv.org/pdf/2603.03043,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,cPNN: Continuous Progressive Neural Networks for Evolving Streaming Time Series,"Federico Giannini,Giacomo Ziffer,Emanuele Della Valle",https://arxiv.org/abs/2603.03040,https://arxiv.orghttps://arxiv.org/pdf/2603.03040,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Zigzag Persistence of Neural Responses to Time-Varying Stimuli,"Yuri Gardinazzi,Alessio Ansuini,Eugenio Piasini,Fabio Anselmi,Matteo Biagetti",https://arxiv.org/abs/2603.03037,https://arxiv.orghttps://arxiv.org/pdf/2603.03037,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Generalized Bayes for Causal Inference,"Emil Javurek,Dennis Frauen,Yuxin Wang,Stefan Feuerriegel",https://arxiv.org/abs/2603.03035,https://arxiv.orghttps://arxiv.org/pdf/2603.03035,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Step-Level Sparse Autoencoder for Reasoning Process Interpretation,"Xuan Yang,Jiayu Liu,Yuhang Lai,Hao Xu,Zhenya Huang,Ning Miao",https://arxiv.org/abs/2603.03031,https://arxiv.orghttps://arxiv.org/pdf/2603.03031,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,SEHFS: Structural Entropy-Guided High-Order CorrelationLearningfor Multi-View Multi-Label Feature Selection,"Cheng Peng,Yonghao Li,Wanfu Gao,Jie Wen,Weiping Ding",https://arxiv.org/abs/2603.03022,https://arxiv.orghttps://arxiv.org/pdf/2603.03022,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Breaking the Prototype Bias Loop: Confidence-Aware Federated ContrastiveLearningfor Highly Imbalanced Clients,"Tian-Shuang Wu,Shen-Huan Lyu,Ning Chen,Yi-Xiao He,Bing Tang,Baoliu Ye,Qingfu Zhang",https://arxiv.org/abs/2603.03007,https://arxiv.orghttps://arxiv.org/pdf/2603.03007,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Why Does RLAIF Work At All?,Robin Young,https://arxiv.org/abs/2603.03000,https://arxiv.orghttps://arxiv.org/pdf/2603.03000,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,Variance reduction in lattice QCD observables via normalizing flows,"Ryan Abbott,Denis Boyda,Yang Fu,Daniel C. Hackett,Gurtej Kanwar,Fernando Romero-López,Phiala E. Shanahan,Julian M. Urban",https://arxiv.org/abs/2603.02984,https://arxiv.orghttps://arxiv.org/pdf/2603.02984,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,On the Topology of Neural Network Superlevel Sets,Bahman Gharesifard,https://arxiv.org/abs/2603.02973,https://arxiv.orghttps://arxiv.org/pdf/2603.02973,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=0,LAGO: A Local-Global Optimization Framework Combining Trust Region Methods and Bayesian Optimization,"Eliott Van Dieren,Tommaso Vanzan,Fabio Nobile",https://arxiv.org/abs/2603.02970,https://arxiv.orghttps://arxiv.org/pdf/2603.02970,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Integrating Homomorphic Encryption and Synthetic Data in FL for Privacy andLearningQuality,"Yenan Wang,Carla Fabiana Chiasserini,Elad Michael Schiller",https://arxiv.org/abs/2603.02969,https://arxiv.orghttps://arxiv.org/pdf/2603.02969,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Layer-wise QUBO-Based Training of CNN Classifiers for Quantum Annealing,"Mostafa Atallah,Rebekah Herrman",https://arxiv.org/abs/2603.02958,https://arxiv.orghttps://arxiv.org/pdf/2603.02958,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Leveraging Label Proportion Prior for Class-Imbalanced Semi-SupervisedLearning,"Kohki Akiba,Shinnosuke Matsuo,Shota Harada,Ryoma Bise",https://arxiv.org/abs/2603.02957,https://arxiv.orghttps://arxiv.org/pdf/2603.02957,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Sparse autoencoders reveal organized biological knowledge but minimal regulatory logic in single-cell foundation models: a comparative atlas of Geneformer and scGPT,Ihor Kendiukhov,https://arxiv.org/abs/2603.02952,https://arxiv.orghttps://arxiv.org/pdf/2603.02952,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,CGL: Advancing Continual GUILearningvia Reinforcement Fine-Tuning,"Zhenquan Yao,Zitong Huang,Yihan Zeng,Jianhua Han,Hang Xu,Chun-Mei Feng,Jianwei Ma,Wangmeng Zuo",https://arxiv.org/abs/2603.02951,https://arxiv.orghttps://arxiv.org/pdf/2603.02951,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Enhancing Physics-Informed Neural Networks with Domain-aware Fourier Features: Towards Improved Performance and Interpretable Results,"Alberto Miño Calero,Luis Salamanca,Konstantinos E. Tatsis",https://arxiv.org/abs/2603.02948,https://arxiv.orghttps://arxiv.org/pdf/2603.02948,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Beyond One-Size-Fits-All: Adaptive Subgraph Denoising for Zero-Shot GraphLearningwith Large Language Models,"Fengzhi Li,Liang Zhang,Yuan Zuo,Ruiqing Zhao,YanSong Liu,Yunfei Ma,Fanyu Meng,Junlan Feng",https://arxiv.org/abs/2603.02938,https://arxiv.orghttps://arxiv.org/pdf/2603.02938,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Bias and Fairness in Self-Supervised Acoustic Representations for Cognitive Impairment Detection,"Kashaf Gulzar,Korbinian Riedhammer,Elmar Nöth,Andreas K. Maier,Paula Andrea Pérez-Toro",https://arxiv.org/abs/2603.02937,https://arxiv.orghttps://arxiv.org/pdf/2603.02937,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Contextual Latent World Models for Offline Meta ReinforcementLearning,"Mohammadreza Nakheai,Aidan Scannell,Kevin Luck,Joni Pajarinen",https://arxiv.org/abs/2603.02935,https://arxiv.orghttps://arxiv.org/pdf/2603.02935,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,On the Structural Limitations of Weight-Based Neural Adaptation and the Role of Reversible BehavioralLearning,Pardhu Sri Rushi Varma Konduru,https://arxiv.org/abs/2603.02934,https://arxiv.orghttps://arxiv.org/pdf/2603.02934,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Interpretable Motion-Attentive Maps: Spatio-Temporally Localizing Concepts in Video Diffusion Transformers,"Youngjun Jun,Seil Kang,Woojung Han,Seong Jae Hwang",https://arxiv.org/abs/2603.02919,https://arxiv.orghttps://arxiv.org/pdf/2603.02919,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Eliciting Numerical Predictive Distributions of LLMs Without Autoregression,"Julianna Piskorz,Katarzyna Kobalczyk,Mihaela van der Schaar",https://arxiv.org/abs/2603.02913,https://arxiv.orghttps://arxiv.org/pdf/2603.02913,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Towards Accurate and Interpretable Time-series Forecasting: A PolynomialLearningApproach,"Bo Liu,Shao-Bo Lin,Changmiao Wang,Xiaotong Liu",https://arxiv.org/abs/2603.02906,https://arxiv.orghttps://arxiv.org/pdf/2603.02906,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Distributed Dynamic Invariant Causal Prediction in Environmental Time Series,"Ziruo Hao,Tao Yang,Xiaofeng Wu,Bo Hu",https://arxiv.org/abs/2603.02902,https://arxiv.orghttps://arxiv.org/pdf/2603.02902,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Embedding interpretable $\ell_1$-regression into neural networks for uncovering temporal structure in cell imaging,"Fabian Kabus,Maren Hackenberg,Julia Hindel,Thibault Cholvin,Antje Kilias,Thomas Brox,Abhinav Valada,Marlene Bartos,Harald Binder",https://arxiv.org/abs/2603.02899,https://arxiv.orghttps://arxiv.org/pdf/2603.02899,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Kraken: Higher-order EM Side-Channel Attacks on DNNs in Near and Far Field,"Peter Horvath,Ilia Shumailov,Lukasz Chmielewski,Lejla Batina,Yuval Yarom",https://arxiv.org/abs/2603.02891,https://arxiv.orghttps://arxiv.org/pdf/2603.02891,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Emerging trends in Cislunar Space for Lunar Science Exploration and Space Robotics aiding Human Spaceflight Safety,"Arsalan Muhammad,Yue Wang,Hai Huang,Hao Wang",https://arxiv.org/abs/2603.02878,https://arxiv.orghttps://arxiv.org/pdf/2603.02878,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Learningin Markov Decision Processes with Exogenous Dynamics,"Davide Maran,Davide Salaorni,Marcello Restelli",https://arxiv.org/abs/2603.02862,https://arxiv.orghttps://arxiv.org/pdf/2603.02862,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,LearningMemory-Enhanced Improvement Heuristics for Flexible Job Shop Scheduling,"Jiaqi Wang,Zhiguang Cao,Peng Zhao,Rui Cao,Yubin Xiao,Yuan Jiang,You Zhou",https://arxiv.org/abs/2603.02846,https://arxiv.orghttps://arxiv.org/pdf/2603.02846,"Submitted3 March, 2026;originally announcedMarch 2026."
https://arxiv.org/search/?query=machine%20learning&searchtype=all&abstracts=show&order=-announced_date_first&size=50&start=50,Scale-invariant Gaussian derivative residual networks,"Andrzej Perzanowski,Tony Lindeberg",https://arxiv.org/abs/2603.02843,https://arxiv.orghttps://arxiv.org/pdf/2603.02843,"Submitted3 March, 2026;originally announcedMarch 2026."
